animalID	year	yday	molt
51997	2022	139	2
51997	2022	148	85
51997	2022	153	100
51997	2022	155	100
51997	2022	161	100
51997	2022	163	100
52018	2021	110	0
52018	2021	111	0
52018	2021	112	0
52018	2021	114	0
52018	2021	115	0
52018	2021	117	1
52018	2021	118	0
52018	2021	118	1
52018	2021	120	1
52018	2021	123	0
52018	2021	127	5
52018	2021	130	10
52018	2021	130	5
52018	2021	132	10
52018	2021	133	15
52018	2021	134	60
52018	2021	137	80
52018	2021	140	100
52018	2021	141	100
52018	2021	144	100
52018	2021	145	100
52021	2021	114	0
52021	2021	128	1
52021	2021	141	100
52021	2021	142	100
52021	2021	157	100
52021	2021	158	100
52045	2021	135	0
52045	2021	137	0
52045	2021	140	20
52045	2021	152	25
52045	2021	157	60
52045	2021	158	60
52045	2021	163	100
52061	2021	108	15
52061	2021	114	0
52061	2021	118	5
52061	2021	120	7
52061	2021	123	30
52061	2021	127	90
52061	2021	130	99
52061	2021	130	100
52061	2021	141	100
52061	2022	90	0
52061	2022	105	0
52061	2022	108	2
52061	2022	108	3
52061	2022	110	5
52061	2022	114	30
52061	2022	117	30
52061	2022	125	100
52061	2022	129	100
52061	2022	131	100
52061	2022	132	100
52061	2022	139	100
52061	2022	140	100
52065	2021	103	0
52065	2021	104	5
52065	2021	107	20
52065	2021	107	5
52065	2021	115	0
52065	2021	119	0
52065	2021	122	8
52065	2021	123	10
52065	2021	123	5
52065	2021	127	30
52065	2021	127	35
52065	2021	128	60
52065	2021	129	80
52065	2021	130	60
52065	2021	134	98
52065	2021	135	100
52331	2021	104	0
52331	2021	114	1
52331	2021	122	20
52331	2021	130	100
52331	2021	140	100
52331	2021	143	100
52948	2022	116	5
52948	2022	117	2
52948	2022	119	0
52948	2022	123	0
52948	2022	124	0
52948	2022	131	5
52948	2022	132	5
52948	2022	138	10
52948	2022	146	80
52948	2022	155	100
52952	2022	111	0
52952	2022	119	0
52952	2022	124	1
52952	2022	131	10
52952	2022	132	35
52952	2022	134	75
52952	2022	137	85
52952	2022	138	90
52952	2022	139	100
52952	2022	146	100
52959	2022	108	10
52959	2022	124	0
52959	2022	125	15
52959	2022	126	25
52959	2022	127	45
52959	2022	137	100
52982	2022	105	0
52982	2022	114	15
52982	2022	116	5
52982	2022	117	0
52982	2022	117	5
52982	2022	118	0
52982	2022	119	0
52982	2022	123	5
52982	2022	124	10
52982	2022	127	35
52982	2022	130	90
52982	2022	133	100
52982	2022	134	99
52982	2022	139	100
53019	2022	97	0
53019	2022	130	100
53019	2022	131	100
53019	2022	133	100
53019	2022	137	100
53019	2022	152	100
53022	2022	130	10
53022	2022	131	0
53022	2022	132	5
53022	2022	133	0
53022	2022	138	0
53022	2022	139	0
53022	2022	141	0
53022	2022	147	5
53022	2022	151	15
53022	2022	152	10
53022	2022	160	100
53022	2022	160	100
53025	2022	65	98
53025	2022	119	0
53025	2022	133	0
53025	2022	134	7
53025	2022	138	5
53025	2022	139	8
53025	2022	145	60
53025	2022	155	100
53025	2022	158	100
53025	2022	158	100
53025	2022	160	100
53025	2022	161	100
53058	2022	108	0
53058	2022	117	10
53058	2022	131	70
53058	2022	133	100
53058	2022	137	100
53058	2022	145	100
53073	2022	96	0
53073	2022	105	0
53073	2022	111	20
53073	2022	114	15
53073	2022	116	20
53073	2022	116	55
53073	2022	117	65
53073	2022	118	65
53073	2022	122	100
53073	2022	124	100
53073	2022	131	100
53073	2022	132	100
53073	2022	134	100
53073	2022	134	100
53073	2022	137	100
53073	2022	137	100
53073	2022	139	100
53081	2022	114	2
53081	2022	118	15
53081	2022	124	80
53081	2022	124	80
53081	2022	126	100
53081	2022	134	100
53081	2022	138	98
53081	2022	148	100
53114	2022	116	7
53114	2022	124	60
53114	2022	132	100
53114	2022	134	100
53114	2022	139	100
53114	2022	139	100
53118	2022	110	0
53118	2022	111	0
53118	2022	114	10
53118	2022	120	5
53118	2022	122	15
53118	2022	126	5
53118	2022	134	95
53118	2022	145	100
53118	2022	155	100
53134	2022	96	5
53134	2022	103	0
53134	2022	105	0
53134	2022	110	0
53134	2022	118	0
53134	2022	120	10
53134	2022	124	15
53134	2022	137	100
53134	2022	137	100
53134	2022	138	100
53134	2022	138	100
53134	2022	141	100
53134	2022	145	100
53148	2022	103	0
53148	2022	109	0
53148	2022	110	0
53148	2022	116	0
53148	2022	116	2
53148	2022	120	10
53148	2022	122	3
53148	2022	122	10
53148	2022	124	20
53148	2022	125	20
53148	2022	126	30
53148	2022	127	40
53148	2022	131	100
53148	2022	133	100
53148	2022	137	100
53148	2022	141	100
53170	2022	105	10
53170	2022	117	25
53170	2022	127	75
53170	2022	132	98
53170	2022	134	100
53170	2022	138	100
53179	2022	89	0
53179	2022	90	0
53179	2022	91	0
53179	2022	97	3
53179	2022	105	5
53179	2022	110	35
53179	2022	110	30
53179	2022	122	0
53179	2022	129	100
53179	2022	130	100
53179	2022	132	100
53179	2022	141	100
53185	2022	131	0
53185	2022	138	4
53185	2022	139	0
53185	2022	145	30
53185	2022	146	40
53185	2022	147	60
53185	2022	154	100
53189	2022	116	5
53189	2022	117	10
53189	2022	117	15
53189	2022	119	2
53189	2022	120	2
53189	2022	122	100
53189	2022	124	0
53189	2022	126	2
53189	2022	129	0
53189	2022	130	0
53189	2022	131	0
53189	2022	132	30
53189	2022	133	3
53189	2022	139	10
53189	2022	141	20
53212	2022	99	0
53212	2022	103	0
53212	2022	114	35
53212	2022	114	40
53212	2022	117	60
53212	2022	117	80
53212	2022	124	100
53212	2022	129	100
53212	2022	133	100
53212	2022	134	100
53230	2022	117	0
53230	2022	118	10
53230	2022	127	0
53230	2022	130	0
53230	2022	131	5
53230	2022	140	30
53230	2022	146	100
53230	2022	148	100
53235	2022	99	0
53235	2022	108	1
53235	2022	116	10
53235	2022	117	5
53235	2022	120	30
53235	2022	122	70
53235	2022	122	90
53235	2022	126	100
53235	2022	130	100
53235	2022	132	100
53235	2022	133	100
53235	2022	137	100
53235	2022	140	100
53251	2022	88	0
53251	2022	89	0
53251	2022	110	10
53251	2022	117	55
53251	2022	127	100
53251	2022	130	100
53251	2022	141	100
53260	2022	105	1
53260	2022	108	0
53260	2022	120	5
53260	2022	122	10
53260	2022	131	90
53260	2022	131	60
53260	2022	132	65
53260	2022	132	60
53260	2022	134	85
53260	2022	138	100
53260	2022	139	100
53260	2022	139	100
53260	2022	145	100
53260	2022	147	100
53282	2022	103	7
53282	2022	116	1
53282	2022	118	2
53282	2022	119	5
53282	2022	122	5
53282	2022	126	80
53282	2022	131	100
53282	2022	132	100
53282	2022	138	100
53401	2022	109	0
53401	2022	114	5
53401	2022	117	1
53401	2022	119	3
53401	2022	123	5
53401	2022	125	8
53401	2022	132	5
53401	2022	148	100
53401	2022	151	100
53458	2022	96	0
53458	2022	99	0
53458	2022	114	0
53458	2022	114	2
53458	2022	122	70
53458	2022	129	100
53458	2022	134	100
53458	2022	137	100
53458	2022	139	100
53458	2022	141	100
53494	2022	124	0
53494	2022	124	0
53494	2022	137	2
53494	2022	139	5
53494	2022	145	55
53494	2022	147	90
53497	2022	89	0
53497	2022	104	0
53497	2022	110	5
53497	2022	114	40
53497	2022	117	60
53497	2022	117	90
53652	2022	105	80
53652	2022	109	0
53652	2022	114	15
53652	2022	116	40
53652	2022	117	1
53652	2022	133	90
53652	2022	134	95
53652	2022	137	100
53652	2022	137	100
53652	2022	139	100
53652	2022	140	100
53712	2022	90	0
53712	2022	95	0
53712	2022	98	3
53712	2022	103	5
53712	2022	105	5
53712	2022	117	60
53712	2022	123	100
53712	2022	124	95
53755	2022	104	0
53755	2022	105	2
53755	2022	110	5
53755	2022	117	0
53755	2022	137	100
53755	2022	141	100
53755	2022	145	100
53755	2022	146	100
53755	2022	148	100
53810	2022	111	5
53810	2022	115	2
53810	2022	116	5
53810	2022	117	5
53810	2022	129	100
53810	2022	134	100
53810	2022	134	100
53810	2022	137	100
53810	2022	138	100
53810	2022	138	100
53810	2022	139	100
